6021,"MSC MARYLENA",13234,"ORMEGGIO NAVE",17,"2018-03-25 22:10"
6022,"BF PHILIPP",13011,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-26 05:42"
6022,"BF PHILIPP",13011,"DISORMEGGIO PER PARTENZA",23,"2018-03-26 19:36"
6022,"BF PHILIPP",13011,"NAVE FUORI VISTA",26,"2018-03-26 20:25"
6022,"BF PHILIPP",13011,"NAVE IN ENTRATA",14,"2018-03-26 06:45"
6022,"BF PHILIPP",13011,"ORMEGGIO NAVE",17,"2018-03-26 07:40"
6026,"TANGO REY",14574,"ANCORAGGIO IN RADA",16,"2018-03-25 22:45"
6026,"TANGO REY",14574,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-25 22:30"
6026,"TANGO REY",14574,"DA ORMEGGIO A RADA",19,"2018-03-29 11:00"
6026,"TANGO REY",14574,"DA RADA A ORMEGGIO",20,"2018-03-27 07:35"
6026,"TANGO REY",14574,"DA RADA A ORMEGGIO",20,"2018-04-03 06:45"
6026,"TANGO REY",14574,"DISORMEGGIO PER PARTENZA",23,"2018-04-10 14:40"
6026,"TANGO REY",14574,"NAVE FUORI VISTA",26,"2018-04-10 15:35"
6033,"SIDER JOY",12045,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-26 11:48"
6033,"SIDER JOY",12045,"DISORMEGGIO PER PARTENZA",23,"2018-03-29 21:12"
6033,"SIDER JOY",12045,"NAVE FUORI VISTA",26,"2018-03-29 21:50"
6033,"SIDER JOY",12045,"NAVE IN ENTRATA",14,"2018-03-26 15:20"
6033,"SIDER JOY",12045,"ORMEGGIO NAVE",17,"2018-03-26 16:42"
6047,"E.R. ELSFLETH",13071,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-26 16:30"
6047,"E.R. ELSFLETH",13071,"DISORMEGGIO PER PARTENZA",23,"2018-03-27 17:36"
6047,"E.R. ELSFLETH",13071,"NAVE FUORI VISTA",26,"2018-03-27 18:50"
6047,"E.R. ELSFLETH",13071,"NAVE IN ENTRATA",14,"2018-03-26 17:20"
6047,"E.R. ELSFLETH",13071,"ORMEGGIO NAVE",17,"2018-03-26 18:30"
6048,"BUXTEHUDE",14239,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-26 23:30"
6048,"BUXTEHUDE",14239,"DISORMEGGIO PER PARTENZA",23,"2018-03-27 12:00"
6048,"BUXTEHUDE",14239,"NAVE FUORI VISTA",26,"2018-03-27 13:05"
6048,"BUXTEHUDE",14239,"NAVE IN ENTRATA",14,"2018-03-27 00:05"
6048,"BUXTEHUDE",14239,"ORMEGGIO NAVE",17,"2018-03-27 01:00"
6049,"LUCKY JOY",14570,"ANCORAGGIO IN RADA",16,"2018-03-27 01:15"
6049,"LUCKY JOY",14570,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-27 00:00"
6049,"LUCKY JOY",14570,"DA RADA A ORMEGGIO",20,"2018-03-27 06:50"
6049,"LUCKY JOY",14570,"DISORMEGGIO PER PARTENZA",23,"2018-03-30 06:45"
6049,"LUCKY JOY",14570,"NAVE FUORI VISTA",26,"2018-03-30 07:45"
6050,"AIDAaura",14579,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-27 07:00"
6050,"AIDAaura",14579,"DISORMEGGIO PER PARTENZA",23,"2018-03-27 19:50"
6050,"AIDAaura",14579,"NAVE FUORI VISTA",26,"2018-03-27 20:15"
6050,"AIDAaura",14579,"NAVE IN ENTRATA",14,"2018-03-27 07:15"
6050,"AIDAaura",14579,"ORMEGGIO NAVE",17,"2018-03-27 07:40"
6051,"CORONA BOREALE",12497,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-27 08:10"
6051,"CORONA BOREALE",12497,"DISORMEGGIO PER PARTENZA",23,"2018-03-28 19:15"
6051,"CORONA BOREALE",12497,"NAVE FUORI VISTA",26,"2018-03-28 19:50"
6051,"CORONA BOREALE",12497,"NAVE IN ENTRATA",14,"2018-03-27 09:00"
6051,"CORONA BOREALE",12497,"ORMEGGIO NAVE",17,"2018-03-27 10:00"
6052,"SIRIO I",13201,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-27 08:10"
6052,"SIRIO I",13201,"DISORMEGGIO PER PARTENZA",23,"2018-03-28 19:15"
6052,"SIRIO I",13201,"NAVE FUORI VISTA",26,"2018-03-28 19:50"
6052,"SIRIO I",13201,"NAVE IN ENTRATA",14,"2018-03-27 09:00"
6052,"SIRIO I",13201,"ORMEGGIO NAVE",17,"2018-03-27 10:00"
6053,"VOS CHABLIS",14270,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-27 08:30"
6053,"VOS CHABLIS",14270,"DISORMEGGIO PER PARTENZA",23,"2018-03-27 16:40"
6053,"VOS CHABLIS",14270,"NAVE FUORI VISTA",26,"2018-03-27 17:00"
6053,"VOS CHABLIS",14270,"NAVE IN ENTRATA",14,"2018-03-27 08:35"
6053,"VOS CHABLIS",14270,"ORMEGGIO NAVE",17,"2018-03-27 09:00"
6070,"PIONEER",14581,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-27 11:30"
6070,"PIONEER",14581,"DISORMEGGIO PER PARTENZA",23,"2018-03-29 15:10"
6070,"PIONEER",14581,"NAVE FUORI VISTA",26,"2018-03-29 16:25"
6070,"PIONEER",14581,"NAVE IN ENTRATA",14,"2018-03-27 12:25"
6070,"PIONEER",14581,"ORMEGGIO NAVE",17,"2018-03-27 13:30"
6075,"EUROCARGO CATANIA",11208,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-27 12:30"
6075,"EUROCARGO CATANIA",11208,"DISORMEGGIO PER PARTENZA",23,"2018-03-27 22:36"
6075,"EUROCARGO CATANIA",11208,"NAVE FUORI VISTA",26,"2018-03-27 23:00"
6075,"EUROCARGO CATANIA",11208,"NAVE IN ENTRATA",14,"2018-03-27 12:35"
6075,"EUROCARGO CATANIA",11208,"ORMEGGIO NAVE",17,"2018-03-27 13:15"
6089,"NORDVIOLET",13289,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 03:00"
6089,"NORDVIOLET",13289,"DISORMEGGIO PER PARTENZA",23,"2018-03-28 18:42"
6089,"NORDVIOLET",13289,"NAVE FUORI VISTA",26,"2018-03-28 20:00"
6089,"NORDVIOLET",13289,"NAVE IN ENTRATA",14,"2018-03-28 03:30"
6089,"NORDVIOLET",13289,"ORMEGGIO NAVE",17,"2018-03-28 04:55"
6090,"ANIMA",14583,"ANCORAGGIO IN RADA",16,"2018-03-28 02:28"
6090,"ANIMA",14583,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 02:28"
6090,"ANIMA",14583,"DA RADA A ORMEGGIO",20,"2018-03-29 15:00"
6090,"ANIMA",14583,"DISORMEGGIO PER PARTENZA",23,"2018-03-31 16:20"
6090,"ANIMA",14583,"NAVE FUORI VISTA",26,"2018-03-31 17:15"
6091,"IEVOLI AMBER",13577,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 07:30"
6091,"IEVOLI AMBER",13577,"DISORMEGGIO PER PARTENZA",23,"2018-03-29 13:40"
6091,"IEVOLI AMBER",13577,"NAVE FUORI VISTA",26,"2018-03-29 14:00"
6091,"IEVOLI AMBER",13577,"NAVE IN ENTRATA",14,"2018-03-28 07:45"
6091,"IEVOLI AMBER",13577,"ORMEGGIO NAVE",17,"2018-03-28 08:10"
6092,"FIDES",13072,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 08:00"
6092,"FIDES",13072,"DISORMEGGIO PER PARTENZA",23,"2018-03-28 22:00"
6092,"FIDES",13072,"NAVE FUORI VISTA",26,"2018-03-28 22:40"
6092,"FIDES",13072,"NAVE IN ENTRATA",14,"2018-03-28 08:30"
6092,"FIDES",13072,"ORMEGGIO NAVE",17,"2018-03-28 09:48"
6093,"MIKA",13688,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 08:15"
6093,"MIKA",13688,"DISORMEGGIO PER PARTENZA",23,"2018-03-28 18:45"
6093,"MIKA",13688,"NAVE FUORI VISTA",26,"2018-03-28 19:15"
6093,"MIKA",13688,"NAVE IN ENTRATA",14,"2018-03-28 08:40"
6093,"MIKA",13688,"ORMEGGIO NAVE",17,"2018-03-28 09:15"
6094,"NARLICA",13372,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 09:50"
6094,"NARLICA",13372,"DISORMEGGIO PER PARTENZA",23,"2018-03-29 08:10"
6094,"NARLICA",13372,"NAVE FUORI VISTA",26,"2018-03-29 08:35"
6094,"NARLICA",13372,"NAVE IN ENTRATA",14,"2018-03-28 10:40"
6094,"NARLICA",13372,"ORMEGGIO NAVE",17,"2018-03-28 12:00"
6108,"SAVA",14561,"ANCORAGGIO IN RADA",16,"2018-03-28 14:30"
6108,"SAVA",14561,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 14:15"
6108,"SAVA",14561,"DA RADA A ORMEGGIO",20,"2018-03-30 14:35"
6108,"SAVA",14561,"DISORMEGGIO PER PARTENZA",23,"2018-04-07 14:40"
6108,"SAVA",14561,"NAVE FUORI VISTA",26,"2018-04-07 15:30"
6109,"CAPTAIN NAGDALIYEV",13477,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 15:15"
6109,"CAPTAIN NAGDALIYEV",13477,"DISORMEGGIO PER PARTENZA",23,"2018-04-03 17:25"
6109,"CAPTAIN NAGDALIYEV",13477,"NAVE FUORI VISTA",26,"2018-04-03 18:25"
6109,"CAPTAIN NAGDALIYEV",13477,"NAVE IN ENTRATA",14,"2018-03-28 15:25"
6109,"CAPTAIN NAGDALIYEV",13477,"ORMEGGIO NAVE",17,"2018-03-28 16:25"
6114,"SYN ACRAB",13943,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 16:30"
6114,"SYN ACRAB",13943,"DISORMEGGIO PER PARTENZA",23,"2018-03-29 21:30"
6114,"SYN ACRAB",13943,"NAVE FUORI VISTA",26,"2018-03-29 22:00"
6114,"SYN ACRAB",13943,"NAVE IN ENTRATA",14,"2018-03-28 17:35"
6114,"SYN ACRAB",13943,"ORMEGGIO NAVE",17,"2018-03-28 18:48"
6120,"PGC TAORMINA",14349,"ANCORAGGIO IN RADA",16,"2018-03-28 18:42"
6120,"PGC TAORMINA",14349,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 18:12"
6120,"PGC TAORMINA",14349,"DA RADA A ORMEGGIO",20,"2018-03-30 14:30"
6120,"PGC TAORMINA",14349,"DISORMEGGIO PER PARTENZA",23,"2018-03-31 16:06"
6120,"PGC TAORMINA",14349,"NAVE FUORI VISTA",26,"2018-03-31 16:35"
6121,"ALECTO",14540,"ANCORAGGIO IN RADA",16,"2018-03-28 21:40"
6121,"ALECTO",14540,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 21:40"
6121,"ALECTO",14540,"DA RADA A ORMEGGIO",20,"2018-03-29 06:40"
6121,"ALECTO",14540,"DISORMEGGIO PER PARTENZA",23,"2018-03-29 20:00"
6121,"ALECTO",14540,"NAVE FUORI VISTA",26,"2018-03-29 20:35"
6122,"JULIANA",14594,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-29 06:30"
6122,"JULIANA",14594,"DA ORMEGGIO A RADA",19,"2018-03-30 16:10"
6122,"JULIANA",14594,"NAVE FUORI VISTA",26,"2018-04-04 19:00"
6122,"JULIANA",14594,"NAVE IN ENTRATA",14,"2018-03-29 07:00"
6122,"JULIANA",14594,"ORMEGGIO NAVE",17,"2018-03-29 07:50"
6122,"JULIANA",14594,"PARTENZA DA RADA",25,"2018-04-04 18:10"
6123,"ASIATIC LIBERTY",13172,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-29 05:30"
6123,"ASIATIC LIBERTY",13172,"DISORMEGGIO PER PARTENZA",23,"2018-03-29 19:30"
6123,"ASIATIC LIBERTY",13172,"NAVE FUORI VISTA",26,"2018-03-29 20:25"
6123,"ASIATIC LIBERTY",13172,"NAVE IN ENTRATA",14,"2018-03-29 06:50"
6123,"ASIATIC LIBERTY",13172,"ORMEGGIO NAVE",17,"2018-03-29 08:10"
6124,"MBA FUTURE",14588,"ANCORAGGIO IN RADA",16,"2018-03-28 22:42"
6124,"MBA FUTURE",14588,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-28 22:42"
6124,"MBA FUTURE",14588,"DA RADA A ORMEGGIO",20,"2018-03-29 09:15"
6124,"MBA FUTURE",14588,"DISORMEGGIO PER PARTENZA",23,"2018-04-05 16:18"
6124,"MBA FUTURE",14588,"NAVE FUORI VISTA",26,"2018-04-05 17:10"
6126,"INTHIRA NAREE",14596,"ANCORAGGIO IN RADA",16,"2018-03-29 00:48"
6126,"INTHIRA NAREE",14596,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-29 00:48"
6126,"INTHIRA NAREE",14596,"DA RADA A ORMEGGIO",20,"2018-03-30 07:00"
6126,"INTHIRA NAREE",14596,"DISORMEGGIO PER PARTENZA",23,"2018-04-01 18:50"
6126,"INTHIRA NAREE",14596,"NAVE FUORI VISTA",26,"2018-04-01 19:25"
6127,"RITA BR",12279,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-29 00:01"
6127,"RITA BR",12279,"DISORMEGGIO PER PARTENZA",23,"2018-04-02 09:10"
6127,"RITA BR",12279,"NAVE FUORI VISTA",26,"2018-04-02 09:50"
6127,"RITA BR",12279,"NAVE IN ENTRATA",14,"2018-03-29 00:40"
6127,"RITA BR",12279,"ORMEGGIO NAVE",17,"2018-03-29 01:50"
6136,"IEVOLI GREY",13585,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-29 09:55"
6136,"IEVOLI GREY",13585,"DISORMEGGIO PER PARTENZA",23,"2018-03-29 18:50"
6136,"IEVOLI GREY",13585,"NAVE FUORI VISTA",26,"2018-03-29 19:15"
6136,"IEVOLI GREY",13585,"NAVE IN ENTRATA",14,"2018-03-29 10:00"
6136,"IEVOLI GREY",13585,"ORMEGGIO NAVE",17,"2018-03-29 10:30"
6144,"EUROCARGO SICILIA",10955,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-29 11:45"
6144,"EUROCARGO SICILIA",10955,"DISORMEGGIO PER PARTENZA",23,"2018-03-29 22:40"
6144,"EUROCARGO SICILIA",10955,"NAVE FUORI VISTA",26,"2018-03-29 23:05"
6144,"EUROCARGO SICILIA",10955,"NAVE IN ENTRATA",14,"2018-03-29 11:55"
6144,"EUROCARGO SICILIA",10955,"ORMEGGIO NAVE",17,"2018-03-29 12:45"
6146,"A.OBELIX",13163,"ANCORAGGIO IN RADA",16,"2018-03-29 13:00"
6146,"A.OBELIX",13163,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-29 12:36"
6146,"A.OBELIX",13163,"DA RADA A ORMEGGIO",20,"2018-03-29 19:50"
6146,"A.OBELIX",13163,"DISORMEGGIO PER PARTENZA",23,"2018-03-31 00:10"
6146,"A.OBELIX",13163,"NAVE FUORI VISTA",26,"2018-03-31 01:18"
6147,"YARA SELA",13937,"ANCORAGGIO IN RADA",16,"2018-03-29 13:36"
6147,"YARA SELA",13937,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-29 13:36"
6147,"YARA SELA",13937,"DA RADA A ORMEGGIO",20,"2018-03-29 22:30"
6147,"YARA SELA",13937,"DISORMEGGIO PER PARTENZA",23,"2018-03-31 08:30"
6147,"YARA SELA",13937,"NAVE FUORI VISTA",26,"2018-03-31 09:30"
6148,"EMMA VICTORY",14536,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-29 17:30"
6148,"EMMA VICTORY",14536,"DA ORMEGGIO A ORMEGGIO",18,"2018-03-31 21:45"
6148,"EMMA VICTORY",14536,"DISORMEGGIO PER PARTENZA",23,"2018-04-02 13:15"
6148,"EMMA VICTORY",14536,"NAVE FUORI VISTA",26,"2018-04-02 13:40"
6148,"EMMA VICTORY",14536,"NAVE IN ENTRATA",14,"2018-03-29 18:20"
6148,"EMMA VICTORY",14536,"ORMEGGIO NAVE",17,"2018-03-29 19:54"
6149,"VOS CHABLIS",14270,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-29 17:45"
6149,"VOS CHABLIS",14270,"DISORMEGGIO PER PARTENZA",23,"2018-03-30 18:05"
6149,"VOS CHABLIS",14270,"NAVE FUORI VISTA",26,"2018-03-30 18:20"
6149,"VOS CHABLIS",14270,"NAVE IN ENTRATA",14,"2018-03-29 18:15"
6149,"VOS CHABLIS",14270,"ORMEGGIO NAVE",17,"2018-03-29 18:45"
6155,"GINO CUCCO",7437,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-29 22:00"
6155,"GINO CUCCO",7437,"DISORMEGGIO PER PARTENZA",23,"2018-04-10 08:00"
6155,"GINO CUCCO",7437,"NAVE FUORI VISTA",26,"2018-04-10 08:30"
6155,"GINO CUCCO",7437,"NAVE IN ENTRATA",14,"2018-03-29 22:15"
6155,"GINO CUCCO",7437,"ORMEGGIO NAVE",17,"2018-03-29 22:40"
6157,"MSC ELBE",13141,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-30 08:00"
6157,"MSC ELBE",13141,"DISORMEGGIO PER PARTENZA",23,"2018-03-30 23:40"
6157,"MSC ELBE",13141,"NAVE FUORI VISTA",26,"2018-03-31 00:30"
6157,"MSC ELBE",13141,"NAVE IN ENTRATA",14,"2018-03-30 08:20"
6157,"MSC ELBE",13141,"ORMEGGIO NAVE",17,"2018-03-30 09:42"
6158,"IEVOLI BLUE",10100,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-30 08:00"
6158,"IEVOLI BLUE",10100,"NAVE FUORI VISTA",26,"2018-03-30 19:35"
6158,"IEVOLI BLUE",10100,"NAVE IN ENTRATA",14,"2018-03-30 08:30"
6158,"IEVOLI BLUE",10100,"ORMEGGIO NAVE",17,"2018-03-30 09:00"
6163,"DANIELA I",13255,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-30 08:30"
6163,"DANIELA I",13255,"DISORMEGGIO PER PARTENZA",23,"2018-03-31 19:55"
6163,"DANIELA I",13255,"NAVE FUORI VISTA",26,"2018-03-31 20:50"
6163,"DANIELA I",13255,"NAVE IN ENTRATA",14,"2018-03-30 08:55"
6163,"DANIELA I",13255,"ORMEGGIO NAVE",17,"2018-03-30 10:15"
6171,"DIVINA",13286,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-30 15:12"
6171,"DIVINA",13286,"DISORMEGGIO PER PARTENZA",23,"2018-03-31 01:00"
6171,"DIVINA",13286,"NAVE FUORI VISTA",26,"2018-03-31 02:00"
6171,"DIVINA",13286,"NAVE IN ENTRATA",14,"2018-03-30 16:10"
6171,"DIVINA",13286,"ORMEGGIO NAVE",17,"2018-03-30 17:30"
6202,"AMI",14603,"ANCORAGGIO IN RADA",16,"2018-03-30 20:00"
6202,"AMI",14603,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-30 19:30"
6202,"AMI",14603,"DA ORMEGGIO A ORMEGGIO",18,"2018-04-06 22:40"
6202,"AMI",14603,"DA RADA A ORMEGGIO",20,"2018-03-31 07:50"
6202,"AMI",14603,"DISORMEGGIO PER PARTENZA",23,"2018-04-07 17:36"
6202,"AMI",14603,"NAVE FUORI VISTA",26,"2018-04-07 18:18"
6203,"BRODOSPAS BETA",13730,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-30 22:54"
6203,"BRODOSPAS BETA",13730,"DISORMEGGIO PER PARTENZA",23,"2018-03-31 18:50"
6203,"BRODOSPAS BETA",13730,"NAVE FUORI VISTA",26,"2018-03-31 19:20"
6203,"BRODOSPAS BETA",13730,"NAVE IN ENTRATA",14,"2018-03-30 23:00"
6203,"BRODOSPAS BETA",13730,"ORMEGGIO NAVE",17,"2018-03-30 23:30"
6204,"DURUCA",14201,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-30 22:05"
6204,"DURUCA",14201,"DISORMEGGIO PER PARTENZA",23,"2018-04-01 07:30"
6204,"DURUCA",14201,"NAVE FUORI VISTA",26,"2018-04-01 23:55"
6204,"DURUCA",14201,"NAVE IN ENTRATA",14,"2018-03-30 22:25"
6204,"DURUCA",14201,"ORMEGGIO NAVE",17,"2018-03-30 23:05"
6205,"MARENO",13254,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-31 00:54"
6205,"MARENO",13254,"DISORMEGGIO PER PARTENZA",23,"2018-03-31 15:00"
6205,"MARENO",13254,"NAVE FUORI VISTA",26,"2018-03-31 15:55"
6205,"MARENO",13254,"NAVE IN ENTRATA",14,"2018-03-31 06:55"
6205,"MARENO",13254,"ORMEGGIO NAVE",17,"2018-03-31 07:48"
6211,"BF PHILIPP",13011,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-31 12:42"
6211,"BF PHILIPP",13011,"DISORMEGGIO PER PARTENZA",23,"2018-03-31 19:42"
6211,"BF PHILIPP",13011,"NAVE FUORI VISTA",26,"2018-03-31 20:25"
6211,"BF PHILIPP",13011,"NAVE IN ENTRATA",14,"2018-03-31 13:30"
6211,"BF PHILIPP",13011,"ORMEGGIO NAVE",17,"2018-03-31 14:24"
6212,"ITHAKI",14607,"ANCORAGGIO IN RADA",16,"2018-03-31 13:25"
6212,"ITHAKI",14607,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-31 13:25"
6212,"ITHAKI",14607,"DA RADA A ORMEGGIO",20,"2018-04-08 07:00"
6212,"ITHAKI",14607,"DISORMEGGIO PER PARTENZA",23,"2018-04-14 10:00"
6212,"ITHAKI",14607,"NAVE FUORI VISTA",26,"2018-04-14 11:00"
6214,"EUROCARGO CATANIA",11208,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-31 17:30"
6214,"EUROCARGO CATANIA",11208,"DISORMEGGIO PER PARTENZA",23,"2018-04-03 19:45"
6214,"EUROCARGO CATANIA",11208,"NAVE FUORI VISTA",26,"2018-04-03 20:30"
6214,"EUROCARGO CATANIA",11208,"NAVE IN ENTRATA",14,"2018-03-31 17:40"
6214,"EUROCARGO CATANIA",11208,"ORMEGGIO NAVE",17,"2018-03-31 18:35"
6215,"TOTO BR",10992,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-31 18:00"
6215,"TOTO BR",10992,"DA ORMEGGIO A ORMEGGIO",18,"2018-04-03 16:00"
6215,"TOTO BR",10992,"DISORMEGGIO PER PARTENZA",23,"2018-04-06 18:17"
6215,"TOTO BR",10992,"NAVE FUORI VISTA",26,"2018-04-06 19:10"
6215,"TOTO BR",10992,"NAVE IN ENTRATA",14,"2018-03-31 18:40"
6215,"TOTO BR",10992,"ORMEGGIO NAVE",17,"2018-03-31 19:40"
6220,"BIANCA AMORETTI",11276,"ANCORAGGIO IN RADA",16,"2018-03-31 19:30"
6220,"BIANCA AMORETTI",11276,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-31 18:54"
6220,"BIANCA AMORETTI",11276,"DA ORMEGGIO A ORMEGGIO",18,"2018-04-02 17:00"
6220,"BIANCA AMORETTI",11276,"DA RADA A ORMEGGIO",20,"2018-04-01 06:50"
6220,"BIANCA AMORETTI",11276,"DISORMEGGIO PER PARTENZA",23,"2018-04-03 16:30"
6220,"BIANCA AMORETTI",11276,"NAVE FUORI VISTA",26,"2018-04-03 17:00"
6221,"WOLF",13948,"ANCORAGGIO IN RADA",16,"2018-03-31 21:15"
6221,"WOLF",13948,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-03-31 21:10"
6221,"WOLF",13948,"DA RADA A ORMEGGIO",20,"2018-04-03 07:05"
6221,"WOLF",13948,"DISORMEGGIO PER PARTENZA",23,"2018-04-05 11:25"
6221,"WOLF",13948,"NAVE FUORI VISTA",26,"2018-04-05 12:05"
6222,"LOUISE BORCHARD",13106,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-04-01 04:30"
6222,"LOUISE BORCHARD",13106,"DISORMEGGIO PER PARTENZA",23,"2018-04-01 19:40"
6222,"LOUISE BORCHARD",13106,"NAVE FUORI VISTA",26,"2018-04-01 20:35"
6222,"LOUISE BORCHARD",13106,"NAVE IN ENTRATA",14,"2018-04-01 05:15"
6222,"LOUISE BORCHARD",13106,"ORMEGGIO NAVE",17,"2018-04-01 06:10"
6223,"STOLT SHEARWATER",14432,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-04-01 06:40"
6223,"STOLT SHEARWATER",14432,"DISORMEGGIO PER PARTENZA",23,"2018-04-01 20:55"
6223,"STOLT SHEARWATER",14432,"NAVE FUORI VISTA",26,"2018-04-01 21:05"
6223,"STOLT SHEARWATER",14432,"NAVE IN ENTRATA",14,"2018-04-01 07:00"
6223,"STOLT SHEARWATER",14432,"ORMEGGIO NAVE",17,"2018-04-01 07:50"
6224,"SIDER ATLANTIC",14261,"ANCORAGGIO IN RADA",16,"2018-04-01 00:50"
6224,"SIDER ATLANTIC",14261,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-04-01 00:05"
6224,"SIDER ATLANTIC",14261,"DA RADA A ORMEGGIO",20,"2018-04-02 10:20"
6224,"SIDER ATLANTIC",14261,"DISORMEGGIO PER PARTENZA",23,"2018-04-04 09:55"
6224,"SIDER ATLANTIC",14261,"NAVE FUORI VISTA",26,"2018-04-04 10:25"
6225,"IEVOLI GREY",13585,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-04-01 18:30"
6225,"IEVOLI GREY",13585,"DISORMEGGIO PER PARTENZA",23,"2018-04-05 17:25"
6225,"IEVOLI GREY",13585,"NAVE FUORI VISTA",26,"2018-04-05 17:45"
6225,"IEVOLI GREY",13585,"NAVE IN ENTRATA",14,"2018-04-01 18:45"
6225,"IEVOLI GREY",13585,"ORMEGGIO NAVE",17,"2018-04-01 19:15"
6226,"ELKE",13024,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-04-02 00:18"
6226,"ELKE",13024,"DISORMEGGIO PER PARTENZA",23,"2018-04-02 22:10"
6226,"ELKE",13024,"NAVE FUORI VISTA",26,"2018-04-02 22:55"
6226,"ELKE",13024,"NAVE IN ENTRATA",14,"2018-04-02 06:55"
6226,"ELKE",13024,"ORMEGGIO NAVE",17,"2018-04-02 08:10"
6229,"SIDER COLOMBIA",14610,"ANCORAGGIO IN RADA",16,"2018-04-02 08:06"
6229,"SIDER COLOMBIA",14610,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-04-02 07:36"
6229,"SIDER COLOMBIA",14610,"DA RADA A ORMEGGIO",20,"2018-04-03 07:10"
6229,"SIDER COLOMBIA",14610,"DISORMEGGIO PER PARTENZA",23,"2018-04-04 06:58"
6229,"SIDER COLOMBIA",14610,"NAVE FUORI VISTA",26,"2018-04-04 07:55"
6230,"MSC LEA",13030,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-04-02 11:42"
6230,"MSC LEA",13030,"DISORMEGGIO PER PARTENZA",23,"2018-04-02 23:30"
6230,"MSC LEA",13030,"NAVE FUORI VISTA",26,"2018-04-03 00:30"
6230,"MSC LEA",13030,"NAVE IN ENTRATA",14,"2018-04-02 12:40"
6230,"MSC LEA",13030,"ORMEGGIO NAVE",17,"2018-04-02 13:42"
6255,"SIDER SIRIOS",14212,"ANCORAGGIO IN RADA",16,"2018-04-02 19:38"
6255,"SIDER SIRIOS",14212,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-04-02 19:38"
6255,"SIDER SIRIOS",14212,"DA RADA A ORMEGGIO",20,"2018-04-04 10:55"
6255,"SIDER SIRIOS",14212,"DISORMEGGIO PER PARTENZA",23,"2018-04-05 06:44"
6255,"SIDER SIRIOS",14212,"NAVE FUORI VISTA",26,"2018-04-05 07:15"
